"Supplementary Dataset S1. Proteins that were identified in total cell extract and included in further differential expression analysis. For each protein the fold change and p-values (unadjusted-adjusted for FDR) are provided, along with the expression trend at the mRNA level. Differentially expressed proteins (as defined by fold change >1.5, p<0.05)  are marked in blue.",,,,,,,,,,,,,,,,,,,,,,
Accession,UniprotID,Protein Name,Prediction of signal peptide (SignalIP),Transcriptomics: Ratio (T24M vs T24),Proteomics:,Avg. T24,SD. T24,Avg. T24M,SD. T24M,Fold Change        (Avg. T24M/ Avg. T24),p-value (unadjusted),p-value                    (FDR- BH adjusted),Area T24_T1 normalized,Area T24_T2 normalized,Area T24_T3 normalized,Area T24_T4 normalized,Area T24_T5 normalized,Area T24M_T6 normalized,Area T24M_T7 normalized,Area T24M_T8 normalized,Area T24M_T9 normalized,Area T24M_T10 normalized
P13645,K1C10_HUMAN,"Keratin, type I cytoskeletal 10 ",Not predicted,1.49,,339.63,211.54,691.03,167.22,2.03,0.028,0.082,308.29,0.00,357.54,514.64,517.71,495.56,556.26,709.05,790.54,903.75
P13473,LAMP2_HUMAN,Lysosome-associated membrane glycoprotein 2 ,Not predicted,0.71,,323.79,193.68,652.37,53.46,2.01,0.009,0.039,347.55,520.04,356.40,394.95,0.00,612.53,621.87,620.48,740.03,666.95
P55809,SCOT1_HUMAN,"Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial ",Predicted,0.53,,118.13,67.54,235.17,9.15,1.99,0.009,0.039,0.00,156.16,139.07,165.85,129.58,248.74,238.35,234.30,229.90,224.58
P12004,PCNA_HUMAN,Proliferating cell nuclear antigen ,Not predicted,0.88,,218.50,55.89,413.03,32.46,1.89,0.009,0.039,312.39,165.65,190.42,214.79,209.24,399.90,435.25,438.86,361.87,429.28
P54709,AT1B3_HUMAN,Sodium/potassium-transporting ATPase subunit beta-3 ,Not predicted,1.17,,225.77,41.61,426.54,22.41,1.89,0.009,0.039,170.34,253.88,191.56,255.96,257.10,395.62,441.52,439.61,409.92,446.04
P19525,E2AK2_HUMAN,"Interferon-induced, double-stranded RNA-activated protein kinase ",Not predicted,0.83,,219.52,7.90,411.19,54.07,1.87,0.009,0.039,209.26,217.80,227.20,215.61,227.72,394.90,352.44,499.26,396.34,413.00
Q99439,CNN2_HUMAN,Calponin-2 ,Not predicted,0.78,,195.42,30.35,364.25,85.03,1.86,0.009,0.039,238.65,176.32,180.46,166.48,215.18,370.37,333.13,504.11,277.19,336.46
Q8IV08,PLD3_HUMAN,Phospholipase D3 ,Not predicted,0.80,,94.98,53.56,176.21,15.79,1.86,0.009,0.039,106.71,121.46,122.16,0.00,124.55,179.70,176.33,167.31,199.97,157.75
P00966,ASSY_HUMAN,Argininosuccinate synthase ,Not predicted,1.97,,172.33,100.28,315.38,23.70,1.83,0.009,0.039,251.95,202.03,229.53,178.15,0.00,355.33,301.70,307.88,295.25,316.72
Q15942,ZYX_HUMAN,Zyxin ,Not predicted,0.75,,184.95,43.07,333.49,81.55,1.80,0.028,0.082,178.32,207.43,242.59,127.64,168.77,419.22,202.12,377.48,339.64,329.00
P13797,PLST_HUMAN,Plastin-3 ,Not predicted,1.19,,606.79,86.36,"1,086.55",82.26,1.79,0.009,0.039,731.24,608.12,491.58,579.03,623.96,"1,116.93","1,178.34","1,079.74","1,103.09",954.63
O60831,PRAF2_HUMAN,PRA1 family protein 2 ,Not predicted,0.70,,111.23,101.72,197.78,17.43,1.78,0.047,0.118,0.00,0.00,177.67,183.63,194.82,199.84,198.39,210.10,212.03,168.54
P61769,B2MG_HUMAN,Beta-2-microglobulin ,Predicted,1.80,,212.32,124.73,377.09,97.58,1.78,0.047,0.118,296.87,288.80,275.67,200.28,0.00,461.97,307.97,495.84,271.39,348.27
Q56VL3,OCAD2_HUMAN,OCIA domain-containing protein 2 ,Not predicted,1.34,,153.05,19.80,258.18,19.94,1.69,0.009,0.039,171.67,136.29,135.19,176.76,145.33,253.19,254.41,235.42,290.33,257.55
P48047,ATPO_HUMAN,"ATP synthase subunit O, mitochondrial ",Not predicted,0.92,,406.67,47.07,678.91,127.07,1.67,0.009,0.039,379.93,443.64,345.11,403.40,461.25,705.83,681.00,699.72,830.32,477.66
Q9Y6N5,SQRD_HUMAN,"Sulfide:quinone oxidoreductase, mitochondrial ",Not predicted,0.93,,223.10,64.76,371.20,38.31,1.66,0.009,0.039,250.73,145.06,251.00,167.68,301.02,395.34,321.58,413.36,341.54,384.16
Q96A26,F162A_HUMAN,Protein FAM162A ,Not predicted,1.74,,177.88,14.13,294.75,70.18,1.66,0.009,0.039,175.66,201.44,171.41,177.01,163.87,212.57,381.76,280.20,350.19,249.01
P35613,BASI_HUMAN,Basigin ,Predicted,1.14,,478.17,115.38,792.31,191.13,1.66,0.028,0.082,538.95,651.36,397.83,426.86,375.83,470.92,965.50,840.29,789.91,894.93
Q01085,TIAR_HUMAN,Nucleolysin TIAR ,Not predicted,1.51,,93.04,56.81,154.04,20.52,1.66,0.047,0.118,0.00,148.78,97.04,92.70,126.67,143.53,155.04,125.39,176.61,169.62
P13796,PLSL_HUMAN,Plastin-2 ,Not predicted,0.12,,563.29,106.80,928.58,86.82,1.65,0.009,0.039,731.24,574.96,439.55,521.14,549.57,988.49,"1,032.45",811.67,927.56,882.71
P10644,KAP0_HUMAN,cAMP-dependent protein kinase type I-alpha regulatory subunit ,Not predicted,1.13,,125.26,14.20,206.28,26.26,1.65,0.009,0.039,125.31,115.47,111.93,125.24,148.36,239.41,188.73,225.53,175.16,202.60
Q6NUK1,SCMC1_HUMAN,Calcium-binding mitochondrial carrier protein SCaMC-1 ,Not predicted,0.76,,280.03,37.07,460.82,44.15,1.65,0.009,0.039,290.32,272.58,250.22,338.70,248.31,440.29,464.36,435.51,535.95,427.99
P53999,TCP4_HUMAN,Activated RNA polymerase II transcriptional coactivator p15 ,Not predicted,0.99,,364.20,27.34,599.07,45.07,1.64,0.009,0.039,407.98,367.31,362.98,344.25,338.45,663.57,546.88,621.97,574.53,588.39
P05362,ICAM1_HUMAN,Intercellular adhesion molecule 1 ,Predicted,1.42,,297.72,31.64,488.47,57.83,1.64,0.009,0.039,344.88,285.80,314.50,272.49,270.91,442.54,511.29,522.95,413.90,551.68
P36957,ODO2_HUMAN,"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial ",Not predicted,0.58,,374.76,10.30,609.36,120.68,1.63,0.009,0.039,379.93,374.18,360.23,371.43,388.01,592.22,811.87,541.74,602.69,498.28
O75489,NDUS3_HUMAN,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial ",Predicted,1.15,,143.97,84.47,232.70,46.95,1.62,0.047,0.118,159.47,160.10,177.76,0.00,222.51,254.62,291.34,234.55,164.11,218.88
Q9UNH7,SNX6_HUMAN,Sorting nexin-6 ,Not predicted,1.00,,101.84,24.00,164.49,19.37,1.62,0.009,0.039,112.78,90.28,136.01,97.74,72.39,179.26,153.99,187.09,138.79,163.31
Q12874,SF3A3_HUMAN,Splicing factor 3A subunit 3 ,Not predicted,0.47,,123.77,30.02,199.49,42.24,1.61,0.016,0.057,71.75,137.31,126.05,136.59,147.15,243.97,172.17,238.03,145.42,197.85
P23381,SYWC_HUMAN,"Tryptophan--tRNA ligase, cytoplasmic ",Not predicted,1.29,,622.64,60.40,"1,002.41",77.67,1.61,0.009,0.039,633.32,622.22,714.07,550.02,593.55,"1,052.71",920.40,"1,107.73",988.81,942.42
P55263,ADK_HUMAN,Adenosine kinase ,Not predicted,1.08,,99.71,25.79,160.34,46.03,1.61,0.047,0.118,67.01,84.73,113.03,134.19,99.59,223.39,150.46,98.58,181.22,148.05
Q15181,IPYR_HUMAN,Inorganic pyrophosphatase ,Not predicted,0.98,,210.47,22.57,338.18,66.38,1.61,0.009,0.039,189.08,203.34,232.68,236.16,191.07,429.59,301.35,333.44,255.60,370.93
P07602,SAP_HUMAN,Proactivator polypeptide ,Predicted,0.69,,"1,874.38",109.08,"2,997.51",288.04,1.60,0.009,0.039,"1,827.56","1,721.53","1,981.86","1,976.33","1,864.61","3,258.58","2,745.69","2,718.02","3,339.59","2,925.65"
O95336,6PGL_HUMAN,6-phosphogluconolactonase ,Not predicted,1.00,,259.56,32.84,414.30,40.26,1.60,0.009,0.039,239.53,251.62,249.13,317.51,240.01,442.22,424.26,457.21,358.08,389.72
O95202,LETM1_HUMAN,"LETM1 and EF-hand domain-containing protein 1, mitochondrial ",Not predicted,0.86,,88.44,26.42,140.92,14.03,1.59,0.016,0.057,99.79,76.18,127.56,58.11,80.57,158.57,129.32,152.57,137.08,127.08
P45880,VDAC2_HUMAN,Voltage-dependent anion-selective channel protein 2 ,Not predicted,0.92,,665.66,44.90,"1,047.14",118.68,1.57,0.009,0.039,736.23,642.45,663.82,670.34,615.48,"1,246.46",971.14,945.40,"1,047.53","1,025.20"
P54886,P5CS_HUMAN,Delta-1-pyrroline-5-carboxylate synthase ,Not predicted,0.60,,129.29,15.39,201.83,7.46,1.56,0.009,0.039,117.22,117.74,122.94,153.74,134.79,206.15,207.97,189.20,204.39,201.44
P67936,TPM4_HUMAN,Tropomyosin alpha-4 chain ,Not predicted,0.70,,964.65,136.30,"1,503.26",139.00,1.56,0.009,0.039,733.91,"1,009.40","1,021.54",967.99,"1,090.42","1,502.23","1,742.13","1,398.82","1,451.01","1,422.11"
Q70UQ0,IKIP_HUMAN,Inhibitor of nuclear factor kappa-B kinase-interacting protein ,Not predicted,2.04,,106.43,60.09,165.12,14.03,1.55,0.009,0.039,0.00,135.27,119.61,134.64,142.66,156.86,173.93,144.92,179.45,170.44
P26639,SYTC_HUMAN,"Threonine--tRNA ligase, cytoplasmic ",Not predicted,1.05,,428.33,41.33,659.30,49.72,1.54,0.009,0.039,489.83,407.63,422.78,379.31,442.10,684.43,687.62,712.16,608.31,603.99
P78417,GSTO1_HUMAN,Glutathione S-transferase omega-1 ,Not predicted,0.98,,484.67,74.21,742.73,49.41,1.53,0.009,0.039,494.48,489.65,401.21,598.32,439.68,738.22,703.27,711.54,827.16,733.45
Q8WUP2,FBLI1_HUMAN,Filamin-binding LIM protein 1 ,Not predicted,0.73,,132.30,10.29,202.08,21.02,1.53,0.009,0.039,149.49,122.71,126.73,130.03,132.55,233.21,186.41,206.56,179.20,205.04
Q14011,CIRBP_HUMAN,Cold-inducible RNA-binding protein ,Not predicted,1.80,,203.99,37.04,311.08,44.38,1.52,0.009,0.039,233.32,209.04,195.26,145.36,236.98,386.62,301.77,287.97,307.19,271.87
Q9H3N1,TMX1_HUMAN,Thioredoxin-related transmembrane protein 1 ,Predicted,1.14,,150.69,35.12,229.39,19.84,1.52,0.009,0.039,184.53,124.97,172.56,102.54,168.83,246.49,219.60,250.53,202.24,228.11
Q04837,SSBP_HUMAN,"Single-stranded DNA-binding protein, mitochondrial ",Not predicted,1.09,,195.62,109.76,296.15,52.61,1.51,0.047,0.118,0.00,241.10,254.52,251.80,230.68,375.53,240.11,319.26,270.12,275.74
P00492,HPRT_HUMAN,Hypoxanthine-guanine phosphoribosyltransferase ,Not predicted,1.10,,210.89,40.39,318.11,13.55,1.51,0.009,0.039,173.77,244.54,172.65,260.76,202.76,320.86,306.21,335.12,325.69,302.67
Q9P0J0,NDUAD_HUMAN,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13 ,Not predicted,1.19,,121.24,16.95,182.32,14.76,1.50,0.009,0.039,92.65,119.05,133.72,131.80,128.97,191.28,167.45,177.39,172.13,203.34
P30048,PRDX3_HUMAN,"Thioredoxin-dependent peroxide reductase, mitochondrial ",Not predicted,1.16,,567.59,27.96,852.48,269.07,1.50,0.009,0.039,563.13,545.46,615.85,561.94,551.57,"1,236.58",630.47,668.00,692.67,"1,034.70"
Q96N66,MBOA7_HUMAN,Lysophospholipid acyltransferase 7 ,Not predicted,0.67,,211.33,44.06,317.34,56.63,1.50,0.047,0.118,199.83,237.67,241.18,138.73,239.23,370.92,310.02,359.75,227.31,318.69
P40939,ECHA_HUMAN,"Trifunctional enzyme subunit alpha, mitochondrial ",Not predicted,0.32,,816.80,56.37,538.87,51.44,0.66,0.009,0.039,903.58,812.20,810.47,745.38,812.36,600.45,581.70,500.75,531.28,480.17
P40925,MDHC_HUMAN,"Malate dehydrogenase, cytoplasmic ",Not predicted,0.94,,"1,877.23",164.33,"1,229.53",51.91,0.65,0.009,0.039,"2,148.04","1,746.37","1,888.20","1,746.79","1,856.74","1,307.93","1,224.14","1,207.87","1,241.38","1,166.32"
Q5JTV8,TOIP1_HUMAN,Torsin-1A-interacting protein 1 ,Not predicted,0.78,,291.19,29.62,190.58,26.07,0.65,0.009,0.039,308.84,299.10,275.58,248.52,323.91,164.22,216.71,215.02,163.48,193.51
P29401,TKT_HUMAN,Transketolase ,Not predicted,0.36,,"2,599.32",176.51,"1,688.85",148.00,0.65,0.009,0.039,"2,795.67","2,526.43","2,434.61","2,457.49","2,782.38","1,825.50","1,743.54","1,809.94","1,567.82","1,497.43"
Q15084,PDIA6_HUMAN,Protein disulfide-isomerase A6 ,Predicted,0.42,,"2,524.78",154.05,"1,628.81",80.95,0.65,0.009,0.039,"2,733.57","2,407.37","2,613.70","2,352.81","2,516.44","1,698.17","1,584.27","1,670.62","1,683.37","1,507.60"
P15121,ALDR_HUMAN,Aldose reductase ,Not predicted,0.80,,"17,017.39","3,038.33","10,977.06","1,856.39",0.65,0.009,0.039,"14,227.88","15,959.07","21,504.43","14,737.35","18,658.25","11,915.73","10,416.15","8,477.49","10,607.89","13,468.01"
Q09666,AHNK_HUMAN,Neuroblast differentiation-associated protein AHNAK ,Not predicted,0.33,,"3,162.65",322.33,"2,031.79",72.31,0.64,0.009,0.039,"2,742.44","3,391.21","3,103.45","3,563.58","3,012.58","2,013.76","2,154.41","1,979.74","2,032.55","1,978.47"
Q9UDY2,ZO2_HUMAN,Tight junction protein ZO-2 ,Not predicted,0.83,,170.33,15.98,109.15,8.57,0.64,0.009,0.039,168.78,157.40,174.75,155.57,195.12,110.76,100.14,116.00,100.40,118.46
P05556,ITB1_HUMAN,Integrin beta-1 ,Predicted,0.69,,"1,470.67",174.82,940.45,56.62,0.64,0.009,0.039,"1,706.68","1,311.78","1,604.49","1,341.31","1,389.07","1,008.80",918.99,972.77,942.71,858.97
P07355,ANXA2_HUMAN,Annexin A2 ,Not predicted,0.90,,"14,781.65","1,052.00","9,430.30",495.16,0.64,0.009,0.039,"13,285.27","14,929.21","15,076.40","16,181.45","14,435.91","9,182.41","8,957.33","10,256.33","9,439.76","9,315.66"
Q9NQC3,RTN4_HUMAN,Reticulon-4 ,Not predicted,0.80,,"3,759.08",716.95,"2,394.61",253.86,0.64,0.009,0.039,"2,840.03","4,171.27","3,335.54","3,760.96","4,687.58","2,225.62","2,728.07","2,576.21","2,333.74","2,109.42"
P06865,HEXA_HUMAN,Beta-hexosaminidase subunit alpha ,Predicted,1.09,,221.53,27.64,141.07,17.72,0.64,0.009,0.039,261.60,232.85,198.19,193.66,221.35,158.57,116.64,157.98,138.98,133.19
Q13011,ECH1_HUMAN,"Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial ",Not predicted,0.69,,316.76,20.15,200.14,25.92,0.63,0.009,0.039,350.76,314.07,297.42,308.12,313.43,233.81,193.17,177.20,220.30,176.20
P60981,DEST_HUMAN,Destrin ,Not predicted,0.79,,426.23,61.68,268.29,151.83,0.63,0.028,0.082,333.02,481.91,479.25,402.71,434.29,0.00,313.19,347.93,312.36,367.94
P13693,TCTP_HUMAN,Translationally-controlled tumor protein ,Not predicted,1.38,,453.47,77.58,285.19,43.28,0.63,0.009,0.039,571.89,451.24,468.74,363.55,411.94,344.74,271.12,239.58,256.36,314.14
P06756,ITAV_HUMAN,Integrin alpha-V ,Predicted,0.61,,173.86,32.71,108.86,16.91,0.63,0.009,0.039,214.69,147.90,155.06,147.75,203.91,110.92,116.92,82.29,106.27,127.90
P55084,ECHB_HUMAN,"Trifunctional enzyme subunit beta, mitochondrial ",Not predicted,0.67,,770.73,60.07,479.98,39.86,0.62,0.009,0.039,811.98,750.84,690.32,754.84,845.68,440.84,505.16,434.51,523.01,496.38
O95861,BPNT1_HUMAN,"3'(2'),5'-bisphosphate nucleotidase 1 ",Not predicted,0.49,,127.88,14.39,79.41,45.27,0.62,0.016,0.057,145.83,124.68,130.57,132.11,106.19,110.05,105.78,0.00,92.57,88.68
Q16851,UGPA_HUMAN,UTP--glucose-1-phosphate uridylyltransferase ,Not predicted,0.74,,195.75,56.72,121.53,28.08,0.62,0.047,0.118,153.81,205.53,123.44,260.82,235.17,116.69,124.53,164.33,116.06,86.03
Q9P0L0,VAPA_HUMAN,Vesicle-associated membrane protein-associated protein A ,Not predicted,1.12,,386.08,30.88,238.00,109.95,0.62,0.009,0.039,433.16,401.86,361.92,363.92,369.53,353.52,113.75,226.46,346.21,150.08
P00387,NB5R3_HUMAN,NADH-cytochrome b5 reductase 3 ,Not predicted,0.56,,"1,167.82",167.04,719.10,133.29,0.62,0.016,0.057,"1,254.23","1,336.62","1,198.80",894.84,"1,154.63",746.45,937.31,666.75,597.07,647.89
Q9H4M9,EHD1_HUMAN,EH domain-containing protein 1 ,Not predicted,0.59,,402.55,41.94,247.42,23.44,0.61,0.009,0.039,334.57,423.99,446.44,407.31,400.43,228.82,261.95,279.27,222.58,244.46
Q9UHG3,PCYOX_HUMAN,Prenylcysteine oxidase 1 ,Predicted,0.30,,272.11,35.35,166.55,17.91,0.61,0.009,0.039,285.67,291.28,299.20,273.24,211.18,163.29,191.62,152.88,177.05,147.91
Q96I99,SUCB2_HUMAN,"Succinyl-CoA ligase [GDP-forming] subunit beta, mitochondrial ",Not predicted,0.66,,256.60,32.68,156.76,15.20,0.61,0.009,0.039,310.62,249.65,259.45,236.73,226.56,175.53,149.34,163.77,159.81,135.36
Q14247,SRC8_HUMAN,Src substrate cortactin ,Not predicted,0.98,,418.67,61.47,255.10,32.39,0.61,0.009,0.039,317.49,446.49,466.45,458.77,404.12,231.89,255.61,250.34,228.45,309.19
P34896,GLYC_HUMAN,"Serine hydroxymethyltransferase, cytosolic ",Not predicted,0.76,,420.37,42.33,255.50,144.10,0.61,0.009,0.039,489.38,418.30,405.42,374.08,414.66,335.30,0.00,331.26,287.11,323.84
P07099,HYEP_HUMAN,Epoxide hydrolase 1 ,Predicted,1.06,,339.45,41.23,204.42,37.13,0.60,0.009,0.039,368.95,335.03,345.25,272.05,375.95,262.19,195.57,178.94,168.46,216.91
Q99798,ACON_HUMAN,"Aconitate hydratase, mitochondrial ",Not predicted,0.33,,461.59,65.15,277.17,27.50,0.60,0.009,0.039,555.59,414.21,470.11,387.64,480.39,276.13,303.04,294.13,280.73,231.84
Q16881,TRXR1_HUMAN,"Thioredoxin reductase 1, cytoplasmic ",Not predicted,0.93,,311.85,19.75,185.37,28.47,0.59,0.009,0.039,308.51,307.79,339.72,318.14,285.08,197.37,199.23,194.68,200.98,134.61
P50502,F10A1_HUMAN,Hsc70-interacting protein ,Not predicted,0.57,,620.81,37.95,365.70,36.16,0.59,0.009,0.039,672.14,572.34,634.12,628.02,597.43,383.60,380.85,335.62,407.65,320.79
P10620,MGST1_HUMAN,Microsomal glutathione S-transferase 1 ,Not predicted,1.00,,184.16,39.41,107.95,98.56,0.59,0.047,0.118,116.33,191.00,203.44,217.75,192.28,182.55,0.00,179.38,177.81,0.00
Q9NYU2,UGGG1_HUMAN,UDP-glucose:glycoprotein glucosyltransferase 1 ,Not predicted,0.39,,211.55,36.09,123.88,20.40,0.59,0.009,0.039,215.91,167.19,239.99,183.07,251.58,123.11,93.24,148.46,134.30,120.30
P53007,TXTP_HUMAN,"Tricarboxylate transport protein, mitochondrial ",Not predicted,0.37,,380.95,61.97,221.63,42.17,0.58,0.009,0.039,443.69,388.71,277.18,402.14,393.03,253.74,241.02,147.78,233.82,231.77
P15374,UCHL3_HUMAN,Ubiquitin carboxyl-terminal hydrolase isozyme L3 ,Not predicted,1.08,,175.44,22.76,99.91,57.20,0.57,0.009,0.039,183.64,175.95,198.28,137.47,181.86,136.61,0.00,135.09,121.86,105.98
Q14847,LASP1_HUMAN,LIM and SH3 domain protein 1 ,Not predicted,0.59,,293.50,88.76,166.40,62.27,0.57,0.047,0.118,226.56,214.74,422.92,257.23,346.09,163.56,106.21,271.12,140.81,150.29
Q6DD88,ATLA3_HUMAN,Atlastin-3 ,Not predicted,0.82,,180.10,25.78,101.25,65.71,0.56,0.047,0.118,223.23,183.69,160.72,162.26,170.59,93.75,100.00,177.57,0.00,134.95
P34949,MPI_HUMAN,Mannose-6-phosphate isomerase ,Not predicted,0.77,,222.73,55.76,124.23,32.38,0.56,0.009,0.039,163.68,257.17,286.13,164.65,242.01,151.16,126.71,138.64,68.45,136.17
P04040,CATA_HUMAN,Catalase ,Not predicted,0.56,,635.37,30.59,354.02,78.80,0.56,0.009,0.039,666.04,589.43,659.25,637.55,624.57,448.53,307.48,401.55,247.45,365.10
Q01813,PFKAP_HUMAN,6-phosphofructokinase type C ,Not predicted,0.44,,255.74,17.38,139.24,18.93,0.54,0.009,0.039,283.67,245.41,261.64,246.25,241.71,157.63,147.57,152.94,115.80,122.26
Q9Y490,TLN1_HUMAN,Talin-1 ,Not predicted,0.22,,746.77,53.93,405.67,48.70,0.54,0.009,0.039,817.41,681.53,759.30,705.65,769.96,470.48,373.59,445.39,374.69,364.21
P31937,3HIDH_HUMAN,"3-hydroxyisobutyrate dehydrogenase, mitochondrial ",Not predicted,0.92,,229.24,37.22,124.16,23.62,0.54,0.009,0.039,243.53,229.42,269.00,168.31,235.95,158.84,134.32,122.28,102.92,102.45
P15559,NQO1_HUMAN,NAD(P)H dehydrogenase [quinone] 1 ,Not predicted,0.66,,"1,468.28",102.37,785.85,40.62,0.54,0.009,0.039,"1,625.73","1,478.31","1,415.81","1,348.87","1,472.67",825.48,810.46,808.56,734.34,750.41
Q9UJU6,DBNL_HUMAN,Drebrin-like protein ,Not predicted,0.56,,132.40,23.25,70.78,42.55,0.53,0.016,0.057,150.37,99.99,157.57,134.00,120.07,85.02,64.44,99.89,0.00,104.56
P06396,GELS_HUMAN,Gelsolin ,Predicted,0.53,,"1,107.98",45.24,590.66,88.81,0.53,0.009,0.039,"1,166.62","1,099.24","1,098.75","1,044.29","1,131.00",710.22,519.19,554.92,657.94,511.04
P04792,HSPB1_HUMAN,Heat shock protein beta-1 ,Not predicted,0.70,,475.20,64.62,252.72,34.44,0.53,0.009,0.039,571.11,436.56,512.14,417.84,438.35,306.26,235.10,257.62,213.48,251.11
Q02790,FKBP4_HUMAN,Peptidyl-prolyl cis-trans isomerase FKBP4 ,Not predicted,0.47,,286.22,32.45,150.48,50.00,0.53,0.009,0.039,326.14,273.82,302.35,239.38,289.38,213.18,89.01,186.72,143.46,120.02
Q7Z2K6,ERMP1_HUMAN,Endoplasmic reticulum metallopeptidase 1 ,Not predicted,0.27,,302.62,27.96,158.76,20.90,0.52,0.009,0.039,258.72,318.82,326.75,291.22,317.61,156.37,174.85,134.78,184.56,143.23
Q9UBG0,MRC2_HUMAN,C-type mannose receptor 2 ,Predicted,0.51,,163.40,52.12,85.69,49.94,0.52,0.028,0.082,182.98,129.94,235.47,99.13,169.50,127.55,0.00,92.36,95.72,112.83
P11413,G6PD_HUMAN,Glucose-6-phosphate 1-dehydrogenase ,Not predicted,0.39,,"1,229.45",67.07,641.87,43.98,0.52,0.009,0.039,"1,325.20","1,229.98","1,179.16","1,155.28","1,257.61",644.36,701.86,664.27,595.62,603.24
O00159,MYO1C_HUMAN,Unconventional myosin-Ic ,Not predicted,0.47,,"1,489.50",518.75,765.06,532.57,0.51,0.028,0.082,"1,712.23","1,633.89","1,782.67","1,751.83",566.90,381.57,330.46,439.42,"1,475.63","1,198.21"
O60701,UGDH_HUMAN,UDP-glucose 6-dehydrogenase ,Not predicted,0.62,,332.59,47.40,168.52,20.38,0.51,0.009,0.039,402.66,299.83,328.53,350.87,281.09,150.94,202.83,159.91,158.61,170.30
O75874,IDHC_HUMAN,Isocitrate dehydrogenase [NADP] cytoplasmic ,Not predicted,0.42,,389.50,43.59,194.70,29.85,0.50,0.009,0.039,443.69,390.91,333.05,417.09,362.75,233.05,171.46,220.43,179.70,168.88
Q9BPW8,NIPS1_HUMAN,Protein NipSnap homolog 1 ,Not predicted,0.39,,420.39,93.91,208.26,30.96,0.50,0.009,0.039,547.60,323.78,453.34,330.94,446.28,223.82,220.73,238.40,158.74,199.61
P18206,VINC_HUMAN,Vinculin ,Not predicted,0.43,,"1,112.10",547.92,550.57,31.91,0.50,0.009,0.039,"1,293.04",728.20,838.80,705.02,"1,995.46",562.58,563.73,587.89,505.01,533.63
P17858,PFKAL_HUMAN,"6-phosphofructokinase, liver type ",Not predicted,0.49,,241.57,39.03,118.36,26.78,0.49,0.009,0.039,201.72,236.14,297.01,210.50,262.49,146.98,121.29,78.37,136.83,108.35
Q9C0C2,TB182_HUMAN,182 kDa tankyrase-1-binding protein ,Not predicted,0.78,,112.49,32.64,54.57,41.33,0.49,0.028,0.082,154.70,115.99,131.48,82.86,77.42,71.19,26.12,0.00,104.56,70.97
Q9NZ08,ERAP1_HUMAN,Endoplasmic reticulum aminopeptidase 1 ,Predicted,0.53,,666.67,32.40,320.07,39.54,0.48,0.009,0.039,647.30,667.21,721.38,658.36,639.11,323.66,345.54,331.45,348.04,251.65
Q969X5,ERGI1_HUMAN,Endoplasmic reticulum-Golgi intermediate compartment protein 1 ,Not predicted,0.43,,362.33,33.80,163.07,94.05,0.45,0.009,0.039,362.18,317.06,411.13,368.84,352.45,210.65,230.38,0.00,207.61,166.70
Q14764,MVP_HUMAN,Major vault protein ,Not predicted,0.49,,716.72,169.35,322.16,27.10,0.45,0.009,0.039,647.63,620.25,674.78,623.80,"1,017.12",357.25,302.97,326.85,288.37,335.38
Q9UBQ7,GRHPR_HUMAN,Glyoxylate reductase/hydroxypyruvate reductase ,Not predicted,0.54,,331.54,87.34,147.73,27.13,0.45,0.009,0.039,484.39,318.23,294.31,267.13,293.63,153.68,188.31,151.20,121.99,123.49
Q9UBB4,ATX10_HUMAN,Ataxin-10 ,Not predicted,0.53,,57.81,9.36,25.16,23.50,0.44,0.016,0.057,48.16,53.41,71.59,53.05,62.82,0.00,37.52,50.01,0.00,38.26
P01112,RASH_HUMAN,GTPase HRas ,Not predicted,0.78,,175.86,25.61,75.77,70.25,0.43,0.016,0.057,139.28,173.61,182.88,172.72,210.81,108.56,127.14,0.00,0.00,143.16
P33176,KINH_HUMAN,Kinesin-1 heavy chain ,Not predicted,0.49,,243.06,13.85,104.30,6.82,0.43,0.009,0.039,235.76,224.30,260.55,250.48,244.19,104.89,115.44,98.02,103.49,99.67
P15586,GNS_HUMAN,N-acetylglucosamine-6-sulfatase ,Not predicted,0.41,,151.88,17.29,63.86,59.64,0.42,0.009,0.039,177.77,131.47,147.66,144.54,157.99,104.01,0.00,89.94,125.34,0.00
P07686,HEXB_HUMAN,Beta-hexosaminidase subunit beta ,Not predicted,0.82,,198.53,34.01,83.25,76.75,0.42,0.016,0.057,147.27,220.94,219.57,225.06,179.80,142.87,0.00,151.45,0.00,121.92
Q13724,MOGS_HUMAN,Mannosyl-oligosaccharide glucosidase ,Not predicted,0.63,,324.41,64.96,122.42,18.08,0.38,0.009,0.039,229.00,389.88,288.28,358.38,356.51,145.61,100.29,108.47,129.95,127.76
Q01469,FABP5_HUMAN,"Fatty acid-binding protein, epidermal ",Not predicted,0.81,,"1,126.03",193.86,420.69,103.16,0.37,0.009,0.039,"1,000.94","1,120.42","1,422.21",914.38,"1,172.20",536.84,365.20,514.68,394.39,292.36
